gene,US,MH,GH,AN,sum,max_PBE,max_PBE_pop,chr,pos,max_PCAdapt,enzyme_descriptors,pathway_ids,pathway_names
Zm00001d010840,1,0,0,0,1,0.858458806748976,US,8,129743707,19.1160018388469,triacylglycerol lipase-like 1,LIPAS-PWY,triacylglycerol degradation
Zm00001d041596,0,0,0,1,1,0.845643177089361,AN,3,129159900,0.052846282365011,Probable glycerol-3-phosphate acyltransferase 2,PHOSLIPSYN2-PWY | PWY-5667 | PWY4FS-8 | TRIGLSYN-PWY | zma00561 | zma00564,superpathway of phospholipid biosynthesis II (plants) | CDP-diacylglycerol biosynthesis I | phosphatidylglycerol biosynthesis II (non-plastidic) | diacylglycerol and triacylglycerol biosynthesis
Zm00001d035638,0,0,0,1,1,0.845643177089361,AN,NA,NA,NA,Phospholipase A1-IIgamma,LIPAS-PWY | LIPASYN-PWY | PWY-6803,triacylglycerol degradation | phospholipases | phosphatidylcholine acyl editing
Zm00001d036175,0,0,0,1,1,0.837652050201681,AN,6,75704656,18.5878087928848,GDSL esterase/lipase APG,LIPAS-PWY,triacylglycerol degradation
Zm00001d023918,0,0,1,0,1,0.821737283297166,GH,10,28214613,0.748865444019488,Purple acid phosphatase 10,PWY-6348,phosphate acquisition
Zm00001d043228,0,0,0,1,1,0.813863695667344,AN,3,192499398,2.05595658331118,Cardiolipin synthetase  ,PHOSLIPSYN2-PWY | PWY-5269 | PWY4FS-7 | PWY4FS-8 | zma00564,superpathway of phospholipid biosynthesis II (plants) | cardiolipin biosynthesis II | phosphatidylglycerol biosynthesis I (plastidic) | phosphatidylglycerol biosynthesis II (non-plastidic)
Zm00001d015609,0,0,0,1,1,0.813863695667344,AN,5,100950338,1.20845466436907,Glycerophosphodiester phosphodiesterase GDPDL3,PWY-6952,glycerophosphodiester degradation
Zm00001d042944,0,0,1,0,1,0.805735339016121,GH,3,184663308,3.78913060907521,alpha/beta-Hydrolases superfamily protein,zma00561,NA
Zm00001d038891,0,0,0,1,1,0.803311771071037,AN,6,166506800,1.48053191775736,Phosphoethanolamine N-methyltransferase 3,PHOSLIPSYN2-PWY | PWY-3385 | PWY-4762 | PWY4FS-2 | PWY4FS-3 | PWY4FS-4 | PWY4FS-5 | zma00564,superpathway of phospholipid biosynthesis II (plants) | choline biosynthesis I | superpathway of choline biosynthesis | phosphatidylcholine biosynthesis II | phosphatidylcholine biosynthesis III | phosphatidylcholine biosynthesis IV | superpathway of phosphatidylcholine biosynthesis
Zm00001d044821,1,0,0,0,1,0.799939263351445,US,9,3897596,0.323393156879342,GDSL esterase/lipase ,LIPAS-PWY,triacylglycerol degradation
Zm00001d026549,0,0,0,1,1,0.789520753280511,AN,10,148013777,7.9138100793371,N-acylphosphatidylethanolamine synthase,PWY-6803 | PWY-7416 | TRIGLSYN-PWY | zma00564,"phosphatidylcholine acyl editing | phospholipid remodeling (phosphatidylcholine, yeast) | diacylglycerol and triacylglycerol biosynthesis"
Zm00001d048970,0,0,0,1,1,0.789520753280511,AN,4,11120013,0.006076875519264,Glycerophosphodiester phosphodiesterase GDPD4,PWY-6952,glycerophosphodiester degradation
Zm00001d018406,0,0,0,1,1,0.786299082527796,AN,5,220150153,5.59397514875432,MGD2  ,PWY-401 | zma00561,galactolipid biosynthesis I
Zm00001d015033,0,0,0,1,1,0.76043637122979,AN,5,72856886,3.76437984785798, phospholipase D17,LIPASYN-PWY | PWY-3561 | PWY-4762 | PWY-7039 | zma00564,"phospholipases | choline biosynthesis III | superpathway of choline biosynthesis | phosphatidate metabolism, as a signaling molecule"
Zm00001d022153,0,1,0,0,1,0.759461898279969,MH,7,171379183,6.90118049556731,Glycerophosphodiester phosphodiesterase GDPDL3,PWY-6952,glycerophosphodiester degradation
Zm00001d040239,0,0,0,1,1,0.757750628577794,AN,3,33382462,3.01661655778427,GDSL esterase/lipase ,LIPAS-PWY,triacylglycerol degradation
Zm00001d051791,0,0,0,1,1,0.755478418898403,AN,4,169879041,3.27904458306721,GDSL esterase/lipase ,LIPAS-PWY,triacylglycerol degradation
Zm00001d038411,0,1,0,0,1,0.75203784838832,MH,6,156635037,4.3604431959335,GDSL esterase/lipase ,LIPAS-PWY,triacylglycerol degradation
Zm00001d038540,0,0,0,1,1,0.745919956836142,AN,6,159602220,14.663481112816,NA,PWY-6352,3-phosphoinositide biosynthesis
Zm00001d043770,1,0,0,0,1,0.744979639136625,US,3,209513000,5.37284825826114,Phosphoethanolamine N-methyltransferase 3,PHOSLIPSYN2-PWY | PWY-3385 | PWY-4762 | PWY4FS-2 | PWY4FS-3 | PWY4FS-4 | PWY4FS-5,superpathway of phospholipid biosynthesis II (plants) | choline biosynthesis I | superpathway of choline biosynthesis | phosphatidylcholine biosynthesis II | phosphatidylcholine biosynthesis III | phosphatidylcholine biosynthesis IV | superpathway of phosphatidylcholine biosynthesis
Zm00001d033079,0,1,0,0,1,0.723919839227199,MH,1,249832488,17.9510894749051,GDSL esterase/lipase ,LIPAS-PWY,triacylglycerol degradation
Zm00001d036770,0,1,0,0,1,0.723919839227199,MH,6,100199419,0.911157608575838,GDSL esterase/lipase ,LIPAS-PWY,triacylglycerol degradation
Zm00001d008727,0,1,0,0,1,0.723919839227199,MH,8,17944712,3.87676886219074, phospholipase D2,LIPASYN-PWY | PWY-3561 | PWY-4762 | PWY-7039 | zma00564,"phospholipases | choline biosynthesis III | superpathway of choline biosynthesis | phosphatidate metabolism, as a signaling molecule"
Zm00001d031066,1,0,0,0,1,0.709051867319864,US,1,175633015,21.2250008793938,alpha/beta-Hydrolases superfamily protein,LIPAS-PWY | LIPASYN-PWY | PWY-6803,triacylglycerol degradation | phospholipases | phosphatidylcholine acyl editing
Zm00001d050470,0,1,0,0,1,0.707232138686327,MH,4,91093046,3.70273312239737,Phospholipase D beta 1,LIPASYN-PWY | PWY-3561 | PWY-4762 | PWY-7039 | zma00564,"phospholipases | choline biosynthesis III | superpathway of choline biosynthesis | phosphatidate metabolism, as a signaling molecule"
Zm00001d021646,0,1,0,0,1,0.707232138686327,MH,7,158959773,9.26053803893056,Phospholipase A I,LIPASYN-PWY | PWY-6803,phospholipases | phosphatidylcholine acyl editing
Zm00001d005911,0,0,0,1,1,0.706211721733068,AN,2,192482383,0.754671634463688,Patatin-like protein 2,LIPASYN-PWY | PWY-6803 | PWY-7416,"phospholipases | phosphatidylcholine acyl editing | phospholipid remodeling (phosphatidylcholine, yeast)"
Zm00001d040058,0,1,0,0,1,0.702156633311324,MH,3,25406966,2.72492512609022,NA,LIPASYN-PWY | PWY-3561 | PWY-4762 | PWY-7039,"phospholipases | choline biosynthesis III | superpathway of choline biosynthesis | phosphatidate metabolism, as a signaling molecule"
Zm00001d030770,0,0,0,1,1,0.700283353929348,AN,1,159023608,9.86463633675085,Diacylglycerol kinase 1  ,PWY-7039 | zma00561 | zma00564,"phosphatidate metabolism, as a signaling molecule"
Zm00001d023979,0,0,0,1,1,0.681692162018825,AN,10,33925963,7.86744131524936,Diacylglycerol kinase 2,PWY-7039 | zma00561 | zma00564,"phosphatidate metabolism, as a signaling molecule"
Zm00001d005587,1,0,0,0,1,0.669448743776509,US,2,179828570,0.179323996934346,Phosphatidate cytidylyltransferase  ,PHOSLIPSYN2-PWY | PWY-5667 | PWY0-1319 | PWY4FS-7 | PWY4FS-8 | zma00564,superpathway of phospholipid biosynthesis II (plants) | CDP-diacylglycerol biosynthesis I | CDP-diacylglycerol biosynthesis II | phosphatidylglycerol biosynthesis I (plastidic) | phosphatidylglycerol biosynthesis II (non-plastidic)
Zm00001d031814,0,0,0,1,1,0.667463626726026,AN,1,202667842,0.609284451446906,Patatin class 1  ,LIPASYN-PWY | PWY-6803 | PWY-7416,"phospholipases | phosphatidylcholine acyl editing | phospholipid remodeling (phosphatidylcholine, yeast)"
Zm00001d002940,0,0,0,1,1,0.666979108855826,AN,2,27631239,7.18503159518912,Putative 1-phosphatidylinositol-3-phosphate 5-kinase FAB1D,PWY-6352,3-phosphoinositide biosynthesis
Zm00001d017066,0,0,0,1,1,0.666289404930922,AN,5,184312306,25.929320182842,Triacylglycerol lipase SDP1,LIPAS-PWY,triacylglycerol degradation
Zm00001d024529,0,0,0,1,1,0.652976109600478,AN,10,76541222,6.24317663375608,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase 2,PHOSLIPSYN2-PWY | PWY-5269 | PWY4FS-7 | PWY4FS-8,superpathway of phospholipid biosynthesis II (plants) | cardiolipin biosynthesis II | phosphatidylglycerol biosynthesis I (plastidic) | phosphatidylglycerol biosynthesis II (non-plastidic)
Zm00001d024962,0,0,0,1,1,0.652976109600478,AN,10,96956383,3.39637984224234,PR5-like receptor kinase,PWY-6952,glycerophosphodiester degradation
Zm00001d029209,0,0,1,0,1,0.6505355101697,GH,1,62463467,0.000585820364589,Phosphatidylinositol 4-phosphate 5-kinase 6,PWY-6351 | PWY-6352,"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis | 3-phosphoinositide biosynthesis"
Zm00001d024117,0,0,1,0,1,0.6505355101697,GH,NA,NA,NA,GDSL esterase/lipase EXL3,LIPAS-PWY,triacylglycerol degradation
Zm00001d020612,1,0,0,0,1,0.64936894672709,US,7,125097478,8.71391646658963,Choline/ethanolamine kinase  ,PHOSLIPSYN2-PWY | PWY-3385 | PWY-4762 | PWY4FS-6 | zma00564,superpathway of phospholipid biosynthesis II (plants) | choline biosynthesis I | superpathway of choline biosynthesis | phosphatidylethanolamine biosynthesis II
Zm00001d008557,0,0,1,0,1,0.637782022651482,GH,8,12964434,0.000217055175992,CDP-diacylglycerol--serine O-phosphatidyltransferase 1,PHOSLIPSYN2-PWY | PWY-5669,superpathway of phospholipid biosynthesis II (plants) | phosphatidylethanolamine biosynthesis I
Zm00001d034875,0,0,0,1,1,0.630450387429991,AN,1,304511353,1.84407572327511,Non-specific phospholipase C4,LIPASYN-PWY,phospholipases
Zm00001d019463,0,0,0,1,1,0.624624691204593,AN,7,35181075,3.59021474489248,Lipase  ,LIPAS-PWY | LIPASYN-PWY | PWY-6803,triacylglycerol degradation | phospholipases | phosphatidylcholine acyl editing
Zm00001d008457,0,0,0,1,1,0.624118215155785,AN,8,9219226,18.0684500658208,PR5-like receptor kinase,PWY-6952,glycerophosphodiester degradation
Zm00001d039701,0,0,0,1,1,0.612486903281865,AN,3,12548839,3.55096355460262,alpha/beta-Hydrolases superfamily protein,LIPAS-PWY,triacylglycerol degradation
Zm00001d052923,1,0,0,0,1,0.607320878832801,US,NA,NA,NA,Patatin-like protein 3,LIPASYN-PWY | PWY-6803 | PWY-7416,"phospholipases | phosphatidylcholine acyl editing | phospholipid remodeling (phosphatidylcholine, yeast)"
Zm00001d038366,0,0,0,1,1,0.601670501337319,AN,6,155606429,4.86145894856883,Glycerol-3-phosphate acyltransferase 5,PHOSLIPSYN2-PWY | PWY-5667 | PWY4FS-8 | TRIGLSYN-PWY | zma00561 | zma00564,superpathway of phospholipid biosynthesis II (plants) | CDP-diacylglycerol biosynthesis I | phosphatidylglycerol biosynthesis II (non-plastidic) | diacylglycerol and triacylglycerol biosynthesis
Zm00001d025734,1,0,0,0,1,0.600232267087626,US,10,127925723,16.1028450753784,NA,LIPAS-PWY,triacylglycerol degradation
Zm00001d042105,0,1,0,0,1,0.591726042636155,MH,3,150759935,0.080002506584213,Phosphatidylserine decarboxylase proenzyme 3,PHOSLIPSYN2-PWY | PWY-5669,superpathway of phospholipid biosynthesis II (plants) | phosphatidylethanolamine biosynthesis I
Zm00001d027810,0,0,1,0,1,0.584847227823541,GH,1,14253664,4.15736887046142,Glycerol-3-phosphate acyltransferase 5,PHOSLIPSYN2-PWY | PWY-5667 | PWY4FS-8 | TRIGLSYN-PWY,superpathway of phospholipid biosynthesis II (plants) | CDP-diacylglycerol biosynthesis I | phosphatidylglycerol biosynthesis II (non-plastidic) | diacylglycerol and triacylglycerol biosynthesis
Zm00001d024155,0,0,1,0,1,0.584847227823541,GH,NA,NA,NA,(DL)-glycerol-3-phosphatase 2,zma00561,NA
Zm00001d010151,0,0,1,0,1,0.584847227823541,GH,NA,NA,NA,DNA topoisomerase type IA core,PWY-7039 | TRIGLSYN-PWY,"phosphatidate metabolism, as a signaling molecule | diacylglycerol and triacylglycerol biosynthesis"
Zm00001d018791,0,0,1,0,1,0.583890776150978,GH,7,5299836,0.559108752158912,Anther-specific proline-rich protein APG  ,LIPAS-PWY,triacylglycerol degradation
Zm00001d009967,0,0,1,0,1,0.583890776150978,GH,8,92809419,0.410353681482008,UDP-sulfoquinovose synthase chloroplastic,PWYQT-4427 | zma00561,sulfoquinovosyl diacylglycerol biosynthesis
Zm00001d009075,0,0,0,1,1,0.583767280763106,AN,8,34795897,25.6189861972948, phospholipase D16,LIPASYN-PWY | PWY-3561 | PWY-4762 | PWY-7039 | zma00564,"phospholipases | choline biosynthesis III | superpathway of choline biosynthesis | phosphatidate metabolism, as a signaling molecule"
Zm00001d039087,0,0,0,1,1,0.582388834556658,AN,6,169787212,8.01254305707632,Phospholipase A1-IIgamma,LIPASYN-PWY | PWY-6803,phospholipases | phosphatidylcholine acyl editing
Zm00001d039088,0,0,0,1,1,0.582388834556658,AN,6,169787212,8.01254305707632,Phospholipase A1-IIgamma,LIPASYN-PWY | PWY-6803,phospholipases | phosphatidylcholine acyl editing
Zm00001d037115,1,0,0,0,1,0.57589113727898,US,6,112924207,17.200929070151,Choline/ethanolaminephosphotransferase 1,PHOSLIPSYN2-PWY | PWY-3561 | PWY-4762 | PWY3O-450 | PWY4FS-2 | PWY4FS-5,superpathway of phospholipid biosynthesis II (plants) | choline biosynthesis III | superpathway of choline biosynthesis | phosphatidylcholine biosynthesis I | phosphatidylcholine biosynthesis II | superpathway of phosphatidylcholine biosynthesis
Zm00001d038779,1,0,0,0,1,0.57589113727898,US,6,164288864,0.002013078150515,Dual-specificity protein-like phosphatase 4  ,PHOSLIPSYN2-PWY | PWY-5269 | PWY4FS-7 | PWY4FS-8,superpathway of phospholipid biosynthesis II (plants) | cardiolipin biosynthesis II | phosphatidylglycerol biosynthesis I (plastidic) | phosphatidylglycerol biosynthesis II (non-plastidic)
Zm00001d012687,1,0,0,0,1,0.57589113727898,US,8,178645950,11.4001085750454,Putative phospholipase%2C patatin family protein  ,LIPAS-PWY | zma00561 | zma00564,triacylglycerol degradation
Zm00001d025818,0,1,0,0,1,0.565596658678057,AN,10,130623273,9.37089746300601,GDSL esterase/lipase LTL1,LIPAS-PWY,triacylglycerol degradation
Zm00001d038726,0,0,1,0,1,0.565596658678057,AN,6,163384657,7.64717407954436,GDSL esterase/lipase ,LIPAS-PWY,triacylglycerol degradation
Zm00001d039195,1,0,0,0,1,0.56399786339496,AN,6,172335363,12.3966815071576,Purple acid phosphatase 10,PWY-6348,phosphate acquisition
Zm00001d049616,0,0,1,0,1,0.552579608244109,GH,4,37703029,4.69885151349418,Glycerol-3-phosphate acyltransferase 1,PHOSLIPSYN2-PWY | PWY-5667 | PWY4FS-8 | TRIGLSYN-PWY,superpathway of phospholipid biosynthesis II (plants) | CDP-diacylglycerol biosynthesis I | phosphatidylglycerol biosynthesis II (non-plastidic) | diacylglycerol and triacylglycerol biosynthesis
Zm00001d032730,0,1,0,0,1,0.549305894334117,MH,NA,NA,NA,Phosphatidate cytidylyltransferase 3,PHOSLIPSYN2-PWY | PWY-5667 | PWY0-1319 | PWY4FS-7 | PWY4FS-8,superpathway of phospholipid biosynthesis II (plants) | CDP-diacylglycerol biosynthesis I | CDP-diacylglycerol biosynthesis II | phosphatidylglycerol biosynthesis I (plastidic) | phosphatidylglycerol biosynthesis II (non-plastidic)
Zm00001d009280,0,1,0,0,1,0.549305894334117,MH,8,50948208,207.548023040866,NA,PHOSLIPSYN2-PWY | PWY-3385 | PWY-4762 | PWY4FS-2 | PWY4FS-3 | PWY4FS-4 | PWY4FS-5,superpathway of phospholipid biosynthesis II (plants) | choline biosynthesis I | superpathway of choline biosynthesis | phosphatidylcholine biosynthesis II | phosphatidylcholine biosynthesis III | phosphatidylcholine biosynthesis IV | superpathway of phosphatidylcholine biosynthesis
Zm00001d030412,1,0,0,0,1,0.547159370314697,US,NA,NA,NA,Phosphatidylinositol 4-kinase alpha 1,PWY-6351 | PWY-6352,"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis | 3-phosphoinositide biosynthesis"
Zm00001d044704,1,0,0,0,1,0.547159370314697,US,3,235440922,1.19258658909109,alpha/beta-Hydrolases superfamily protein,LIPAS-PWY,triacylglycerol degradation
Zm00001d005966,0,1,0,0,1,0.539046101473982,MH,2,194062536,14.878450783859,Phosphatidylinositol 4-kinase gamma 7,PWY-6351 | PWY-6352,"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis | 3-phosphoinositide biosynthesis"
Zm00001d042595,0,0,1,0,1,0.529488899714058,AN,3,173056814,1.15603166828245,Phosphoinositide phosphatase SAC2,PWY-6352,3-phosphoinositide biosynthesis
Zm00001d015637,0,1,0,0,1,0.528895197074065,MH,5,102453667,1.01166210158969,GDSL esterase/lipase ,LIPAS-PWY,triacylglycerol degradation
Zm00001d007520,0,0,1,0,1,0.528886884074045,GH,2,233699864,1.13910773506733,Phosphatidylinositol 4-kinase beta 1,PWY-6351 | PWY-6352,"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis | 3-phosphoinositide biosynthesis"
Zm00001d043621,0,0,1,0,1,0.528886884074045,GH,3,205389664,3.10630512575561,Phosphatase phospho1  ,PWY-6348 | zma00564,phosphate acquisition
Zm00001d038077,0,0,1,0,1,0.528886884074045,GH,6,147038509,0.285661370855943,NA,LIPAS-PWY,triacylglycerol degradation
Zm00001d010520,0,0,1,0,1,0.528886884074045,GH,8,118977313,0.013305316871213,Glycerol-3-phosphate acyltransferase 5,PHOSLIPSYN2-PWY | PWY-5667 | PWY4FS-8 | TRIGLSYN-PWY,superpathway of phospholipid biosynthesis II (plants) | CDP-diacylglycerol biosynthesis I | phosphatidylglycerol biosynthesis II (non-plastidic) | diacylglycerol and triacylglycerol biosynthesis
Zm00001d032238,1,0,0,0,1,0.509040364333327,US,1,218361390,0.534920053686384,Putative 1-phosphatidylinositol-3-phosphate 5-kinase FAB1C,PWY-6352,3-phosphoinositide biosynthesis
Zm00001d007860,0,1,0,0,1,0.506726740164049,MH,2,241035221,0.113698237139727,Phosphatidate cytidylyltransferase 3,PHOSLIPSYN2-PWY | PWY-5667 | PWY0-1319 | PWY4FS-7 | PWY4FS-8,superpathway of phospholipid biosynthesis II (plants) | CDP-diacylglycerol biosynthesis I | CDP-diacylglycerol biosynthesis II | phosphatidylglycerol biosynthesis I (plastidic) | phosphatidylglycerol biosynthesis II (non-plastidic)
Zm00001d008586,0,1,0,0,1,0.502961572620785,AN,8,13642955,10.841161916123,PR5-like receptor kinase,PWY-6952,glycerophosphodiester degradation
Zm00001d024528,1,0,0,0,1,0.499720558056296,AN,10,76467467,2.41257813101781,Choline-phosphate cytidylyltransferase B  ,PHOSLIPSYN2-PWY | PWY-3561 | PWY-4762 | PWY3O-450 | PWY4FS-2 | PWY4FS-5,superpathway of phospholipid biosynthesis II (plants) | choline biosynthesis III | superpathway of choline biosynthesis | phosphatidylcholine biosynthesis I | phosphatidylcholine biosynthesis II | superpathway of phosphatidylcholine biosynthesis
Zm00001d008592,1,0,0,0,1,0.499720558056296,AN,8,13772326,20.8468148714908,Putative lipid phosphate phosphatase 3 chloroplastic,PWY-7039 | TRIGLSYN-PWY | zma00561 | zma00564,"phosphatidate metabolism, as a signaling molecule | diacylglycerol and triacylglycerol biosynthesis"
Zm00001d010026,0,0,1,0,1,0.499720558056296,AN,8,95736152,0.519643863131731,Lysophospholipid acyltransferase LPEAT1,zma00564,NA
Zm00001d012677,1,0,0,0,1,0.498548803372042,AN,8,178446538,0.626148834164817,Glycerophosphodiester phosphodiesterase GDPD5,PWY-6952 | zma00564,glycerophosphodiester degradation
Zm00001d010054,0,0,1,0,1,0.497737949612759,GH,NA,NA,NA,Aldo-keto reductase family 4 member C9,zma00561,NA
Zm00001d036107,1,0,0,0,1,0.495766621504343,US,6,72485364,3.48805779176307,HAD superfamily subfamily IIIB acid phosphatase,PWY-6348,phosphate acquisition
Zm00001d036256,0,1,0,0,1,0.490414626505863,MH,6,80112077,7.77122770049839,Phospholipase A1-Igamma1 chloroplastic,LIPAS-PWY | LIPASYN-PWY | PWY-6803,triacylglycerol degradation | phospholipases | phosphatidylcholine acyl editing
Zm00001d015256,0,0,1,0,1,0.486274264947507,GH,NA,NA,NA,Phospholipase D beta 1,LIPASYN-PWY | PWY-3561 | PWY-4762 | PWY-7039,"phospholipases | choline biosynthesis III | superpathway of choline biosynthesis | phosphatidate metabolism, as a signaling molecule"
Zm00001d051063,0,1,0,0,1,0.485389931306624,MH,4,140062433,12.6697555878955,Phosphatidyl-N-methylethanolamine N-methyltransferase,PHOSLIPSYN2-PWY | PWY-6825 | PWY4FS-3 | PWY4FS-4 | PWY4FS-5 | zma00564,superpathway of phospholipid biosynthesis II (plants) | phosphatidylcholine biosynthesis V | phosphatidylcholine biosynthesis III | phosphatidylcholine biosynthesis IV | superpathway of phosphatidylcholine biosynthesis
Zm00001d050694,1,0,0,0,1,0.478319780375382,US,4,116207780,8.60062269284119,Serine decarboxylase,PHOSLIPSYN2-PWY | PWY-3385 | PWY-4762 | PWY4FS-6,superpathway of phospholipid biosynthesis II (plants) | choline biosynthesis I | superpathway of choline biosynthesis | phosphatidylethanolamine biosynthesis II
Zm00001d009859,1,0,0,0,1,0.478319780375382,US,NA,NA,NA,Ankyrin like protein  ,PHOSLIPSYN2-PWY | PWY-3385 | PWY-4762 | PWY4FS-2 | PWY4FS-3 | PWY4FS-4 | PWY4FS-5,superpathway of phospholipid biosynthesis II (plants) | choline biosynthesis I | superpathway of choline biosynthesis | phosphatidylcholine biosynthesis II | phosphatidylcholine biosynthesis III | phosphatidylcholine biosynthesis IV | superpathway of phosphatidylcholine biosynthesis
Zm00001d021073,0,1,0,0,1,0.472230840134856,MH,7,142164714,0.404064198975598,transferases transferring acyl groups other than amino-acyl groups;acyltransferases,TRIGLSYN-PWY,diacylglycerol and triacylglycerol biosynthesis
Zm00001d003750,0,1,0,0,1,0.469381480226716,MH,2,57475414,29.2699140337441,Digalactosyldiacylglycerol synthase 1 chloroplastic,PWY-401 | zma00561,galactolipid biosynthesis I
Zm00001d032379,0,1,0,0,1,0.462295285526493,MH,1,224581667,19.148908100697,Lipid phosphate phosphatase 2,PWY-7039 | TRIGLSYN-PWY | zma00561 | zma00564,"phosphatidate metabolism, as a signaling molecule | diacylglycerol and triacylglycerol biosynthesis"
Zm00001d033915,0,1,0,0,1,0.453120898010617,MH,1,278512308,0.022346963235897,Glycerol-3-phosphate acyltransferase 5,PHOSLIPSYN2-PWY | PWY-5667 | PWY4FS-8 | TRIGLSYN-PWY,superpathway of phospholipid biosynthesis II (plants) | CDP-diacylglycerol biosynthesis I | phosphatidylglycerol biosynthesis II (non-plastidic) | diacylglycerol and triacylglycerol biosynthesis
Zm00001d053024,0,1,0,0,1,0.446909251647439,MH,NA,NA,NA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase 2,PHOSLIPSYN2-PWY | PWY-5269 | PWY4FS-7 | PWY4FS-8,superpathway of phospholipid biosynthesis II (plants) | cardiolipin biosynthesis II | phosphatidylglycerol biosynthesis I (plastidic) | phosphatidylglycerol biosynthesis II (non-plastidic)
Zm00001d008585,0,1,0,0,1,0.446909251647439,MH,8,13612290,0.857643117003674,PR5-like receptor kinase,PWY-6952,glycerophosphodiester degradation
Zm00001d053935,1,0,0,0,1,0.445639349700654,US,4,243874243,33.2285451891682,Probable phosphoinositide phosphatase SAC9,PWY-6352,3-phosphoinositide biosynthesis
Zm00001d011353,0,0,1,0,1,0.444132346310814,AN,8,147891695,31.0105232371999,Vacuolar protein sorting-associated protein 32 homolog 1,zma00564,NA
Zm00001d039921,0,0,1,0,1,0.444063015245382,GH,3,19481822,0.182314096382797,PR5-like receptor kinase,PWY-6952,glycerophosphodiester degradation
Zm00001d050008,0,0,1,0,1,0.444063015245382,GH,4,59178620,17.2224869233768,Histone H3 K4-specific methyltransferase SET7/9 family protein,PWY-6351 | PWY-6352,"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis | 3-phosphoinositide biosynthesis"
Zm00001d037680,0,0,1,0,1,0.442539561055506,GH,6,133851623,1.37934907719177,Vegetative storage protein 2,PWY-6348,phosphate acquisition
Zm00001d037681,0,0,1,0,1,0.442539561055506,GH,6,133851623,1.37934907719177,Vegetative storage protein 2,PWY-6348,phosphate acquisition
Zm00001d013442,0,0,1,0,1,0.430738210957927,GH,5,11684004,18.5447720769349,Phosphatidylinositol 4-kinase alpha 1,PWY-6351 | PWY-6352,"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis | 3-phosphoinositide biosynthesis"
Zm00001d004731,1,0,0,0,1,0.427994820474098,AN,2,134457642,3.17703199653353,Aldehyde dehydrogenase  ,zma00561,NA
Zm00001d034518,0,1,0,0,1,0.423587626005676,GH,1,295585779,2.73990567625881,Lipid phosphate phosphatase delta,TRIGLSYN-PWY,diacylglycerol and triacylglycerol biosynthesis
Zm00001d019985,0,1,0,0,1,0.41333919194954,MH,7,82804907,7.19609769414663,GDSL esterase/lipase ,LIPAS-PWY,triacylglycerol degradation
Zm00001d005035,1,0,0,0,1,0.404708462265498,US,2,155228695,13.7067190253408,Ethanolamine-phosphate cytidylyltransferase,PHOSLIPSYN2-PWY | PWY4FS-6 | zma00564,superpathway of phospholipid biosynthesis II (plants) | phosphatidylethanolamine biosynthesis II
Zm00001d007216,1,0,0,0,1,0.404306389130588,US,2,225017271,1.7786944283833,methyltransferases,PWY-6825,phosphatidylcholine biosynthesis V
Zm00001d028367,1,0,0,0,1,0.396605964562612,US,1,32293444,1.94321777807523,Purple acid phosphatase 3,PWY-6348,phosphate acquisition
Zm00001d017989,1,0,0,0,1,0.395854920622202,US,5,211463668,13.67639055904,GDSL esterase/lipase ,LIPAS-PWY,triacylglycerol degradation
Zm00001d018013,1,0,0,0,1,0.391985862406169,US,5,212103191,3.8979245422648,CDP-diacylglycerol--serine O-phosphatidyltransferase 1,PHOSLIPSYN2-PWY | PWY-5669,superpathway of phospholipid biosynthesis II (plants) | phosphatidylethanolamine biosynthesis I
Zm00001d043579,0,0,0,0,0,0.545334387503706,AN,3,204374583,12.0402144193841,GDSL esterase/lipase ,LIPAS-PWY,triacylglycerol degradation
Zm00001d028571,0,0,0,0,0,0.543747760506237,AN,1,39419239,4.46676823744905,Digalactosyldiacylglycerol synthase 2 chloroplastic,PWY-401 | zma00561,galactolipid biosynthesis I
Zm00001d045757,0,0,0,0,0,0.529488899714058,AN,9,37396489,8.06210612230932,Phosphatidylinositol 4-kinase gamma 7,PWY-6351 | PWY-6352,"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis | 3-phosphoinositide biosynthesis"
Zm00001d044053,0,0,0,0,0,0.526734575667662,AN,3,217884125,16.6731251035771,Phospholipase A1-IIgamma,LIPASYN-PWY | PWY-6803,phospholipases | phosphatidylcholine acyl editing
Zm00001d042183,0,0,0,0,0,0.510006978058529,AN,3,155344923,31.4272981060858,alpha/beta-Hydrolases superfamily protein,LIPAS-PWY,triacylglycerol degradation
Zm00001d049594,0,0,0,0,0,0.50360772990143,AN,4,36633560,4.09250687868741,Phospholipase A1-Ibeta2 chloroplastic,LIPAS-PWY | LIPASYN-PWY | PWY-6803,triacylglycerol degradation | phospholipases | phosphatidylcholine acyl editing
Zm00001d018474,0,0,0,0,0,0.502961572620785,AN,5,221424250,6.67222217644084,GDSL esterase/lipase LTL1,LIPAS-PWY,triacylglycerol degradation
